condition,factor,low,high,measure,effect,ci_low,ci_high,mean_at_low,mean_at_high,git_commit,git_dirty,run_date
calm,chain_accept_share,0.4,0.8,formed_triad,-0.55,-0.6261469213289255,-0.4738530786710746,0.55,0.0,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,chain_accept_share,0.4,0.8,formed_chain,-1.6416666666666666,-1.8192699988182772,-1.464063334515056,2.15,0.5083333333333333,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,chain_accept_share,0.4,0.8,formed_network,0.0,0.0,0.0,0.0,0.0,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,chain_accept_share,0.4,0.8,failed_acceptance,54.44375,51.23366683844739,57.65383316155261,108.53125,162.975,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,chain_accept_share,0.4,0.8,failed_budget,-0.004166666666666667,-0.010087012677414114,0.0017536793440807797,0.004166666666666667,0.0,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,cost_split,equal,by_size,d_network_profit,-3888969.9467084724,-7555676.887847794,-222263.00556915114,302656552.0802505,298767582.133542,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,cost_split,equal,by_size,d_network_profit_with_inventory,-946969.1916754881,-2899289.338058671,1005350.9547076949,274470663.40391344,273523694.21223795,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,cost_split,equal,by_size,d_satisfaction_index,-4.697398202845963e-07,-1.506919434348811e-05,1.4129714702918915e-05,0.00022761671813405562,0.00022714697831377101,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,cost_split,equal,by_size,d_fill_rate,-1.6022590385999144e-06,-3.0202399450547648e-05,2.6997881373347816e-05,0.00044621556520100294,0.000444613306162403,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,cost_split,equal,by_size,costs_tech,-730625.8299999996,-1285158.1386666931,-176093.5213333061,34412604.99666666,33681979.166666664,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,cost_split,equal,by_size,adoptions,1.7229166666666667,0.6626300264379088,2.7832033068954245,59.18541666666667,60.90833333333333,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
